Pt.	Date	Time	RT/s	R/Omiga	
	1936	2018_02_13	22_14_43	19350	107.6413
	1937	2018_02_13	22_14_53	19360	107.64133
	1938	2018_02_13	22_15_03	19370	107.64098
	1939	2018_02_13	22_15_13	19380	107.64142
	1940	2018_02_13	22_15_23	19390	107.64133
	1941	2018_02_13	22_15_33	19400	107.64195
	1942	2018_02_13	22_15_43	19410	107.64151
	1943	2018_02_13	22_15_53	19420	107.64133
	1944	2018_02_13	22_16_03	19430	107.64142
	1945	2018_02_13	22_16_13	19440	107.64168
	1946	2018_02_13	22_16_23	19450	107.64215
	1947	2018_02_13	22_16_33	19460	107.64159
	1948	2018_02_13	22_16_43	19470	107.64124
	1949	2018_02_13	22_16_53	19480	107.64115
	1950	2018_02_13	22_17_03	19490	107.64112
	1951	2018_02_13	22_17_13	19500	107.64124
	1952	2018_02_13	22_17_23	19510	107.64139
	1953	2018_02_13	22_17_33	19520	107.64171
	1954	2018_02_13	22_17_43	19530	107.64124
	1955	2018_02_13	22_17_53	19540	107.64186
	1956	2018_02_13	22_18_03	19550	107.64177
	1957	2018_02_13	22_18_13	19560	107.64203
	1958	2018_02_13	22_18_23	19570	107.64198
	1959	2018_02_13	22_18_33	19580	107.64203
	1960	2018_02_13	22_18_43	19590	107.64195
	1961	2018_02_13	22_18_53	19600	107.64224
	1962	2018_02_13	22_19_03	19610	107.64195
	1963	2018_02_13	22_19_13	19620	107.64248
	1964	2018_02_13	22_19_23	19630	107.64209
	1965	2018_02_13	22_19_33	19640	107.64201
	1966	2018_02_13	22_19_43	19650	107.6418
	1967	2018_02_13	22_19_53	19660	107.64221
	1968	2018_02_13	22_20_03	19670	107.64215
	1969	2018_02_13	22_20_13	19680	107.64221
	1970	2018_02_13	22_20_23	19690	107.64206
	1971	2018_02_13	22_20_33	19700	107.64209
	1972	2018_02_13	22_20_43	19710	107.64227
	1973	2018_02_13	22_20_53	19720	107.64242
	1974	2018_02_13	22_21_03	19730	107.64242
	1975	2018_02_13	22_21_13	19740	107.6428
	1976	2018_02_13	22_21_23	19750	107.6425
	1977	2018_02_13	22_21_33	19760	107.64245
	1978	2018_02_13	22_21_43	19770	107.64265
	1979	2018_02_13	22_21_53	19780	107.64221
	1980	2018_02_13	22_22_03	19790	107.64268
	1981	2018_02_13	22_22_13	19800	107.64274
	1982	2018_02_13	22_22_23	19810	107.6425
	1983	2018_02_13	22_22_33	19820	107.64262
	1984	2018_02_13	22_22_43	19830	107.64292
	1985	2018_02_13	22_22_53	19840	107.64221
	1986	2018_02_13	22_23_03	19850	107.64245
	1987	2018_02_13	22_23_13	19860	107.64239
	1988	2018_02_13	22_23_23	19870	107.64245
	1989	2018_02_13	22_23_33	19880	107.64224
	1990	2018_02_13	22_23_43	19890	107.64242
	1991	2018_02_13	22_23_53	19900	107.64233
	1992	2018_02_13	22_24_03	19910	107.6423
	1993	2018_02_13	22_24_13	19920	107.64168
	1994	2018_02_13	22_24_23	19930	107.64224
	1995	2018_02_13	22_24_33	19940	107.64198
	1996	2018_02_13	22_24_43	19950	107.64224
	1997	2018_02_13	22_24_53	19960	107.64215
	1998	2018_02_13	22_25_03	19970	107.64189
	1999	2018_02_13	22_25_13	19980	107.64177
	2000	2018_02_13	22_25_23	19990	107.64227
	2001	2018_02_13	22_25_33	20000	107.64236
	2002	2018_02_13	22_25_43	20010	107.64174
	2003	2018_02_13	22_25_53	20020	107.64195
	2004	2018_02_13	22_26_03	20030	107.64183
	2005	2018_02_13	22_26_13	20040	107.64159
	2006	2018_02_13	22_26_23	20050	107.64192
	2007	2018_02_13	22_26_33	20060	107.64183
	2008	2018_02_13	22_26_43	20070	107.64168
	2009	2018_02_13	22_26_53	20080	107.64133
	2010	2018_02_13	22_27_03	20090	107.64157
	2011	2018_02_13	22_27_13	20100	107.64168
	2012	2018_02_13	22_27_23	20110	107.64192
	2013	2018_02_13	22_27_33	20120	107.64157
	2014	2018_02_13	22_27_43	20130	107.64159
	2015	2018_02_13	22_27_53	20140	107.64203
	2016	2018_02_13	22_28_03	20150	107.64195
	2017	2018_02_13	22_28_13	20160	107.64192
	2018	2018_02_13	22_28_23	20170	107.64218
	2019	2018_02_13	22_28_33	20180	107.64209
	2020	2018_02_13	22_28_43	20190	107.64203
	2021	2018_02_13	22_28_53	20200	107.64218
	2022	2018_02_13	22_29_03	20210	107.64242
	2023	2018_02_13	22_29_13	20220	107.64206
	2024	2018_02_13	22_29_23	20230	107.64242
	2025	2018_02_13	22_29_33	20240	107.64297
	2026	2018_02_13	22_29_43	20250	107.64218
	2027	2018_02_13	22_29_53	20260	107.6423
	2028	2018_02_13	22_30_03	20270	107.64274
	2029	2018_02_13	22_30_13	20280	107.64265
	2030	2018_02_13	22_30_23	20290	107.64265
	2031	2018_02_13	22_30_33	20300	107.64236
	2032	2018_02_13	22_30_43	20310	107.643
	2033	2018_02_13	22_30_53	20320	107.64318
	2034	2018_02_13	22_31_03	20330	107.64297
	2035	2018_02_13	22_31_13	20340	107.64342
	2036	2018_02_13	22_31_23	20350	107.6435
	2037	2018_02_13	22_31_33	20360	107.64368
	2038	2018_02_13	22_31_43	20370	107.644
	2039	2018_02_13	22_31_53	20380	107.64397
	2040	2018_02_13	22_32_03	20390	107.64368
	2041	2018_02_13	22_32_13	20400	107.64421
	2042	2018_02_13	22_32_23	20410	107.64377
	2043	2018_02_13	22_32_33	20420	107.64406
	2044	2018_02_13	22_32_43	20430	107.64424
	2045	2018_02_13	22_32_53	20440	107.64412
	2046	2018_02_13	22_33_03	20450	107.644
	2047	2018_02_13	22_33_13	20460	107.64433
	2048	2018_02_13	22_33_23	20470	107.64453
	2049	2018_02_13	22_33_33	20480	107.64471
	2050	2018_02_13	22_33_43	20490	107.64474
	2051	2018_02_13	22_33_53	20500	107.6443
	2052	2018_02_13	22_34_03	20510	107.64433
	2053	2018_02_13	22_34_13	20520	107.64447
	2054	2018_02_13	22_34_23	20530	107.64521
	2055	2018_02_13	22_34_33	20540	107.64544
	2056	2018_02_13	22_34_43	20550	107.64506
	2057	2018_02_13	22_34_53	20560	107.64524
	2058	2018_02_13	22_35_03	20570	107.64512
	2059	2018_02_13	22_35_13	20580	107.645
	2060	2018_02_13	22_35_23	20590	107.64541
	2061	2018_02_13	22_35_33	20600	107.64556
	2062	2018_02_13	22_35_43	20610	107.64538
	2063	2018_02_13	22_35_53	20620	107.64521
	2064	2018_02_13	22_36_03	20630	107.64503
	2065	2018_02_13	22_36_13	20640	107.64462
	2066	2018_02_13	22_36_23	20650	107.64535
	2067	2018_02_13	22_36_33	20660	107.64494
	2068	2018_02_13	22_36_43	20670	107.6448
	2069	2018_02_13	22_36_53	20680	107.64524
	2070	2018_02_13	22_37_03	20690	107.64497
	2071	2018_02_13	22_37_13	20700	107.64503
	2072	2018_02_13	22_37_23	20710	107.64538
	2073	2018_02_13	22_37_33	20720	107.64494
	2074	2018_02_13	22_37_43	20730	107.64512
	2075	2018_02_13	22_37_53	20740	107.64491
	2076	2018_02_13	22_38_03	20750	107.64477
	2077	2018_02_13	22_38_13	20760	107.64544
	2078	2018_02_13	22_38_23	20770	107.64488
	2079	2018_02_13	22_38_33	20780	107.64485
	2080	2018_02_13	22_38_43	20790	107.64468
	2081	2018_02_13	22_38_53	20800	107.64482
	2082	2018_02_13	22_39_03	20810	107.64506
	2083	2018_02_13	22_39_13	20820	107.64503
	2084	2018_02_13	22_39_23	20830	107.64482
	2085	2018_02_13	22_39_33	20840	107.64462
	2086	2018_02_13	22_39_43	20850	107.64433
	2087	2018_02_13	22_39_53	20860	107.64441
	2088	2018_02_13	22_40_03	20870	107.64456
	2089	2018_02_13	22_40_13	20880	107.64435
	2090	2018_02_13	22_40_23	20890	107.64424
	2091	2018_02_13	22_40_33	20900	107.64412
	2092	2018_02_13	22_40_43	20910	107.64441
	2093	2018_02_13	22_40_53	20920	107.64453
	2094	2018_02_13	22_41_03	20930	107.64421
	2095	2018_02_13	22_41_13	20940	107.64456
	2096	2018_02_13	22_41_23	20950	107.64435
	2097	2018_02_13	22_41_33	20960	107.64447
	2098	2018_02_13	22_41_43	20970	107.6448
	2099	2018_02_13	22_41_53	20980	107.64433
	2100	2018_02_13	22_42_03	20990	107.64438
	2101	2018_02_13	22_42_13	21000	107.64474
	2102	2018_02_13	22_42_23	21010	107.64438
	2103	2018_02_13	22_42_33	21020	107.64438
	2104	2018_02_13	22_42_43	21030	107.64418
	2105	2018_02_13	22_42_53	21040	107.64471
	2106	2018_02_13	22_43_03	21050	107.64433
	2107	2018_02_13	22_43_13	21060	107.64421
	2108	2018_02_13	22_43_23	21070	107.64427
	2109	2018_02_13	22_43_33	21080	107.64368
	2110	2018_02_13	22_43_43	21090	107.64424
	2111	2018_02_13	22_43_53	21100	107.64359
	2112	2018_02_13	22_44_03	21110	107.64368
	2113	2018_02_13	22_44_13	21120	107.64344
	2114	2018_02_13	22_44_23	21130	107.64318
	2115	2018_02_13	22_44_33	21140	107.64353
	2116	2018_02_13	22_44_43	21150	107.64362
	2117	2018_02_13	22_44_53	21160	107.64371
	2118	2018_02_13	22_45_03	21170	107.64344
	2119	2018_02_13	22_45_13	21180	107.64368
	2120	2018_02_13	22_45_23	21190	107.6438
	2121	2018_02_13	22_45_33	21200	107.6438
	2122	2018_02_13	22_45_43	21210	107.64365
	2123	2018_02_13	22_45_53	21220	107.64377
	2124	2018_02_13	22_46_03	21230	107.64371
	2125	2018_02_13	22_46_13	21240	107.64371
	2126	2018_02_13	22_46_23	21250	107.64383
	2127	2018_02_13	22_46_33	21260	107.64356
	2128	2018_02_13	22_46_43	21270	107.64344
	2129	2018_02_13	22_46_53	21280	107.64368
	2130	2018_02_13	22_47_03	21290	107.6433
	2131	2018_02_13	22_47_13	21300	107.64339
	2132	2018_02_13	22_47_23	21310	107.64324
	2133	2018_02_13	22_47_33	21320	107.64327
	2134	2018_02_13	22_47_43	21330	107.64333
	2135	2018_02_13	22_47_53	21340	107.643
	2136	2018_02_13	22_48_03	21350	107.64295
	2137	2018_02_13	22_48_13	21360	107.64327
	2138	2018_02_13	22_48_23	21370	107.64324
	2139	2018_02_13	22_48_33	21380	107.64336
	2140	2018_02_13	22_48_43	21390	107.64333
	2141	2018_02_13	22_48_53	21400	107.64312
	2142	2018_02_13	22_49_03	21410	107.6433
	2143	2018_02_13	22_49_13	21420	107.64336
	2144	2018_02_13	22_49_23	21430	107.64292
	2145	2018_02_13	22_49_33	21440	107.64356
	2146	2018_02_13	22_49_43	21450	107.64315
	2147	2018_02_13	22_49_53	21460	107.64286
	2148	2018_02_13	22_50_03	21470	107.64292
	2149	2018_02_13	22_50_13	21480	107.64256
	2150	2018_02_13	22_50_23	21490	107.64286
	2151	2018_02_13	22_50_33	21500	107.64312
	2152	2018_02_13	22_50_43	21510	107.6428
	2153	2018_02_13	22_50_53	21520	107.64324
	2154	2018_02_13	22_51_03	21530	107.6438
	2155	2018_02_13	22_51_13	21540	107.64327
	2156	2018_02_13	22_51_23	21550	107.64312
	2157	2018_02_13	22_51_33	21560	107.64347
	2158	2018_02_13	22_51_43	21570	107.64324
	2159	2018_02_13	22_51_53	21580	107.64356
	2160	2018_02_13	22_52_03	21590	107.64321
	2161	2018_02_13	22_52_13	21600	107.64362
	2162	2018_02_13	22_52_23	21610	107.64347
	2163	2018_02_13	22_52_33	21620	107.64306
	2164	2018_02_13	22_52_43	21630	107.64312
	2165	2018_02_13	22_52_53	21640	107.64312
	2166	2018_02_13	22_53_03	21650	107.64359
	2167	2018_02_13	22_53_13	21660	107.64371
	2168	2018_02_13	22_53_23	21670	107.64342
	2169	2018_02_13	22_53_33	21680	107.64303
	2170	2018_02_13	22_53_43	21690	107.64347
	2171	2018_02_13	22_53_53	21700	107.64344
	2172	2018_02_13	22_54_03	21710	107.64377
	2173	2018_02_13	22_54_13	21720	107.64377
	2174	2018_02_13	22_54_23	21730	107.64377
	2175	2018_02_13	22_54_33	21740	107.64421
	2176	2018_02_13	22_54_43	21750	107.64368
	2177	2018_02_13	22_54_53	21760	107.64427
	2178	2018_02_13	22_55_03	21770	107.64391
	2179	2018_02_13	22_55_13	21780	107.64424
	2180	2018_02_13	22_55_23	21790	107.64418
	2181	2018_02_13	22_55_33	21800	107.64356
	2182	2018_02_13	22_55_43	21810	107.6443
	2183	2018_02_13	22_55_53	21820	107.64444
	2184	2018_02_13	22_56_03	21830	107.64403
	2185	2018_02_13	22_56_13	21840	107.64433
	2186	2018_02_13	22_56_23	21850	107.64444
	2187	2018_02_13	22_56_33	21860	107.64459
	2188	2018_02_13	22_56_43	21870	107.64438
	2189	2018_02_13	22_56_53	21880	107.64412
	2190	2018_02_13	22_57_03	21890	107.64368
	2191	2018_02_13	22_57_13	21900	107.64383
	2192	2018_02_13	22_57_23	21910	107.64415
	2193	2018_02_13	22_57_33	21920	107.64406
	2194	2018_02_13	22_57_43	21930	107.64368
	2195	2018_02_13	22_57_53	21940	107.6435
	2196	2018_02_13	22_58_03	21950	107.64362
	2197	2018_02_13	22_58_13	21960	107.6433
	2198	2018_02_13	22_58_23	21970	107.64406
	2199	2018_02_13	22_58_33	21980	107.64356
	2200	2018_02_13	22_58_43	21990	107.64362
	2201	2018_02_13	22_58_53	22000	107.64353
	2202	2018_02_13	22_59_03	22010	107.64327
	2203	2018_02_13	22_59_13	22020	107.64383
	2204	2018_02_13	22_59_23	22030	107.64359
	2205	2018_02_13	22_59_33	22040	107.64347
	2206	2018_02_13	22_59_43	22050	107.64339
	2207	2018_02_13	22_59_53	22060	107.64344
	2208	2018_02_13	23_00_03	22070	107.64327
	2209	2018_02_13	23_00_13	22080	107.64339
	2210	2018_02_13	23_00_23	22090	107.64324
	2211	2018_02_13	23_00_33	22100	107.64365
	2212	2018_02_13	23_00_43	22110	107.64321
	2213	2018_02_13	23_00_53	22120	107.64353
	2214	2018_02_13	23_01_03	22130	107.64344
	2215	2018_02_13	23_01_13	22140	107.64377
	2216	2018_02_13	23_01_23	22150	107.64359
	2217	2018_02_13	23_01_33	22160	107.64336
	2218	2018_02_13	23_01_43	22170	107.643
	2219	2018_02_13	23_01_53	22180	107.64315
	2220	2018_02_13	23_02_03	22190	107.64344
	2221	2018_02_13	23_02_13	22200	107.64344
	2222	2018_02_13	23_02_23	22210	107.64303
	2223	2018_02_13	23_02_33	22220	107.64333
	2224	2018_02_13	23_02_43	22230	107.6433
	2225	2018_02_13	23_02_53	22240	107.64347
	2226	2018_02_13	23_03_03	22250	107.64324
	2227	2018_02_13	23_03_13	22260	107.64289
	2228	2018_02_13	23_03_23	22270	107.64292
	2229	2018_02_13	23_03_33	22280	107.64283
	2230	2018_02_13	23_03_43	22290	107.6428
	2231	2018_02_13	23_03_53	22300	107.64295
	2232	2018_02_13	23_04_03	22310	107.64295
	2233	2018_02_13	23_04_13	22320	107.64306
	2234	2018_02_13	23_04_23	22330	107.64303
	2235	2018_02_13	23_04_33	22340	107.64274
	2236	2018_02_13	23_04_43	22350	107.64286
	2237	2018_02_13	23_04_53	22360	107.64295
	2238	2018_02_13	23_05_03	22370	107.64283
	2239	2018_02_13	23_05_13	22380	107.64233
	2240	2018_02_13	23_05_23	22390	107.64248
	2241	2018_02_13	23_05_33	22400	107.64271
	2242	2018_02_13	23_05_43	22410	107.64256
	2243	2018_02_13	23_05_53	22420	107.6425
	2244	2018_02_13	23_06_03	22430	107.64236
	2245	2018_02_13	23_06_13	22440	107.64221
	2246	2018_02_13	23_06_23	22450	107.64259
	2247	2018_02_13	23_06_33	22460	107.6423
	2248	2018_02_13	23_06_43	22470	107.64253
	2249	2018_02_13	23_06_53	22480	107.64198
	2250	2018_02_13	23_07_03	22490	107.64236
	2251	2018_02_13	23_07_13	22500	107.64212
	2252	2018_02_13	23_07_23	22510	107.64271
	2253	2018_02_13	23_07_33	22520	107.64268
	2254	2018_02_13	23_07_43	22530	107.64262
	2255	2018_02_13	23_07_53	22540	107.6423
	2256	2018_02_13	23_08_03	22550	107.6423
	2257	2018_02_13	23_08_13	22560	107.64218
	2258	2018_02_13	23_08_23	22570	107.64233
	2259	2018_02_13	23_08_33	22580	107.64186
	2260	2018_02_13	23_08_43	22590	107.64221
	2261	2018_02_13	23_08_53	22600	107.64221
	2262	2018_02_13	23_09_03	22610	107.64203
	2263	2018_02_13	23_09_13	22620	107.64212
	2264	2018_02_13	23_09_23	22630	107.64233
	2265	2018_02_13	23_09_33	22640	107.64218
	2266	2018_02_13	23_09_43	22650	107.64239
	2267	2018_02_13	23_09_53	22660	107.64253
	2268	2018_02_13	23_10_03	22670	107.64239
	2269	2018_02_13	23_10_13	22680	107.6423
	2270	2018_02_13	23_10_23	22690	107.64271
	2271	2018_02_13	23_10_33	22700	107.64309
	2272	2018_02_13	23_10_43	22710	107.64265
	2273	2018_02_13	23_10_53	22720	107.64242
	2274	2018_02_13	23_11_03	22730	107.64303
	2275	2018_02_13	23_11_13	22740	107.64277
	2276	2018_02_13	23_11_23	22750	107.6433
	2277	2018_02_13	23_11_33	22760	107.64359
	2278	2018_02_13	23_11_43	22770	107.64342
	2279	2018_02_13	23_11_53	22780	107.64306
	2280	2018_02_13	23_12_03	22790	107.64353
	2281	2018_02_13	23_12_13	22800	107.64377
	2282	2018_02_13	23_12_23	22810	107.64383
	2283	2018_02_13	23_12_33	22820	107.64359
	2284	2018_02_13	23_12_43	22830	107.64391
	2285	2018_02_13	23_12_53	22840	107.6438
	2286	2018_02_13	23_13_03	22850	107.64359
	2287	2018_02_13	23_13_13	22860	107.64383
	2288	2018_02_13	23_13_23	22870	107.64409
	2289	2018_02_13	23_13_33	22880	107.64347
	2290	2018_02_13	23_13_43	22890	107.64342
	2291	2018_02_13	23_13_53	22900	107.64394
	2292	2018_02_13	23_14_03	22910	107.64394
	2293	2018_02_13	23_14_13	22920	107.64359
	2294	2018_02_13	23_14_23	22930	107.64324
	2295	2018_02_13	23_14_33	22940	107.64353
	2296	2018_02_13	23_14_43	22950	107.6435
	2297	2018_02_13	23_14_53	22960	107.6438
	2298	2018_02_13	23_15_03	22970	107.6438
	2299	2018_02_13	23_15_13	22980	107.64409
	2300	2018_02_13	23_15_23	22990	107.64353
	2301	2018_02_13	23_15_33	23000	107.64339
	2302	2018_02_13	23_15_43	23010	107.64368
	2303	2018_02_13	23_15_53	23020	107.64389
	2304	2018_02_13	23_16_03	23030	107.6438
	2305	2018_02_13	23_16_13	23040	107.64374
	2306	2018_02_13	23_16_23	23050	107.64368
	2307	2018_02_13	23_16_33	23060	107.64359
	2308	2018_02_13	23_16_43	23070	107.64356
	2309	2018_02_13	23_16_53	23080	107.6438
	2310	2018_02_13	23_17_03	23090	107.64362
	2311	2018_02_13	23_17_13	23100	107.64353
	2312	2018_02_13	23_17_23	23110	107.64368
	2313	2018_02_13	23_17_33	23120	107.64342
	2314	2018_02_13	23_17_43	23130	107.64406
	2315	2018_02_13	23_17_53	23140	107.64347
	2316	2018_02_13	23_18_03	23150	107.64391
	2317	2018_02_13	23_18_13	23160	107.64391
	2318	2018_02_13	23_18_23	23170	107.64359
	2319	2018_02_13	23_18_33	23180	107.644
	2320	2018_02_13	23_18_43	23190	107.64412
	2321	2018_02_13	23_18_53	23200	107.6438
	2322	2018_02_13	23_19_03	23210	107.6438
	2323	2018_02_13	23_19_13	23220	107.64377
	2324	2018_02_13	23_19_23	23230	107.64371
	2325	2018_02_13	23_19_33	23240	107.64356
	2326	2018_02_13	23_19_43	23250	107.64365
	2327	2018_02_13	23_19_53	23260	107.64359
	2328	2018_02_13	23_20_03	23270	107.64344
	2329	2018_02_13	23_20_13	23280	107.6435
	2330	2018_02_13	23_20_23	23290	107.64386
	2331	2018_02_13	23_20_33	23300	107.64374
	2332	2018_02_13	23_20_43	23310	107.64374
	2333	2018_02_13	23_20_53	23320	107.64368
	2334	2018_02_13	23_21_03	23330	107.64353
	2335	2018_02_13	23_21_13	23340	107.64362
	2336	2018_02_13	23_21_23	23350	107.64374
	2337	2018_02_13	23_21_33	23360	107.64389
	2338	2018_02_13	23_21_43	23370	107.64374
	2339	2018_02_13	23_21_53	23380	107.64339
	2340	2018_02_13	23_22_03	23390	107.64356
	2341	2018_02_13	23_22_13	23400	107.64344
	2342	2018_02_13	23_22_23	23410	107.64356
	2343	2018_02_13	23_22_33	23420	107.6435
	2344	2018_02_13	23_22_43	23430	107.64312
	2345	2018_02_13	23_22_53	23440	107.6433
	2346	2018_02_13	23_23_03	23450	107.643
	2347	2018_02_13	23_23_13	23460	107.64312
	2348	2018_02_13	23_23_23	23470	107.64297
	2349	2018_02_13	23_23_33	23480	107.64344
	2350	2018_02_13	23_23_43	23490	107.64336
	2351	2018_02_13	23_23_53	23500	107.64306
	2352	2018_02_13	23_24_03	23510	107.64315
	2353	2018_02_13	23_24_13	23520	107.64312
	2354	2018_02_13	23_24_23	23530	107.64344
	2355	2018_02_13	23_24_33	23540	107.6435
	2356	2018_02_13	23_24_43	23550	107.64394
	2357	2018_02_13	23_24_53	23560	107.64336
	2358	2018_02_13	23_25_03	23570	107.64377
	2359	2018_02_13	23_25_13	23580	107.64459
	2360	2018_02_13	23_25_23	23590	107.64412
	2361	2018_02_13	23_25_33	23600	107.64371
	2362	2018_02_13	23_25_43	23610	107.64403
	2363	2018_02_13	23_25_53	23620	107.64403
	2364	2018_02_13	23_26_03	23630	107.64456
	2365	2018_02_13	23_26_13	23640	107.64406
	2366	2018_02_13	23_26_23	23650	107.64418
	2367	2018_02_13	23_26_33	23660	107.64365
	2368	2018_02_13	23_26_43	23670	107.64421
	2369	2018_02_13	23_26_53	23680	107.64397
	2370	2018_02_13	23_27_03	23690	107.64415
	2371	2018_02_13	23_27_13	23700	107.64427
	2372	2018_02_13	23_27_23	23710	107.64415
	2373	2018_02_13	23_27_33	23720	107.64403
	2374	2018_02_13	23_27_43	23730	107.64438
	2375	2018_02_13	23_27_53	23740	107.64485
	2376	2018_02_13	23_28_03	23750	107.64462
	2377	2018_02_13	23_28_13	23760	107.64441
	2378	2018_02_13	23_28_23	23770	107.64435
	2379	2018_02_13	23_28_33	23780	107.64497
	2380	2018_02_13	23_28_43	23790	107.64491
	2381	2018_02_13	23_28_53	23800	107.64494
	2382	2018_02_13	23_29_03	23810	107.64477
	2383	2018_02_13	23_29_13	23820	107.64459
	2384	2018_02_13	23_29_23	23830	107.64491
	2385	2018_02_13	23_29_33	23840	107.6448
	2386	2018_02_13	23_29_43	23850	107.64474
	2387	2018_02_13	23_29_53	23860	107.64494
	2388	2018_02_13	23_30_03	23870	107.64497
	2389	2018_02_13	23_30_13	23880	107.64512
	2390	2018_02_13	23_30_23	23890	107.64488
	2391	2018_02_13	23_30_33	23900	107.64518
	2392	2018_02_13	23_30_43	23910	107.64468
	2393	2018_02_13	23_30_53	23920	107.64488
	2394	2018_02_13	23_31_03	23930	107.64506
	2395	2018_02_13	23_31_13	23940	107.64524
	2396	2018_02_13	23_31_23	23950	107.64524
	2397	2018_02_13	23_31_33	23960	107.6455
	2398	2018_02_13	23_31_43	23970	107.64518
	2399	2018_02_13	23_31_53	23980	107.64538
	2400	2018_02_13	23_32_03	23990	107.64488
	2401	2018_02_13	23_32_13	24000	107.64506
	2402	2018_02_13	23_32_23	24010	107.64497
	2403	2018_02_13	23_32_33	24020	107.64524
	2404	2018_02_13	23_32_43	24030	107.64491
	2405	2018_02_13	23_32_53	24040	107.6448
	2406	2018_02_13	23_33_03	24050	107.64532
	2407	2018_02_13	23_33_13	24060	107.64462
	2408	2018_02_13	23_33_23	24070	107.64488
	2409	2018_02_13	23_33_33	24080	107.64491
	2410	2018_02_13	23_33_43	24090	107.64462
	2411	2018_02_13	23_33_53	24100	107.64438
	2412	2018_02_13	23_34_03	24110	107.64471
	2413	2018_02_13	23_34_13	24120	107.64494
	2414	2018_02_13	23_34_23	24130	107.64435
	2415	2018_02_13	23_34_33	24140	107.64424
	2416	2018_02_13	23_34_43	24150	107.64462
	2417	2018_02_13	23_34_53	24160	107.6443
	2418	2018_02_13	23_35_03	24170	107.6448
	2419	2018_02_13	23_35_13	24180	107.64477
	2420	2018_02_13	23_35_23	24190	107.6445
	2421	2018_02_13	23_35_33	24200	107.64441
	2422	2018_02_13	23_35_43	24210	107.6443
	2423	2018_02_13	23_35_53	24220	107.64406
	2424	2018_02_13	23_36_03	24230	107.64433
	2425	2018_02_13	23_36_13	24240	107.64433
	2426	2018_02_13	23_36_23	24250	107.6438
